Date,Close,Symbol,Rolling_Avg_150d
2025-01-02,232.77809143066406,JPM,
2025-01-03,235.9593963623047,JPM,
2025-01-06,234.80899047851562,JPM,
2025-01-07,237.07080078125,JPM,
2025-01-08,237.0318145751953,JPM,
2025-01-10,233.8535614013672,JPM,
2025-01-13,238.084716796875,JPM,
2025-01-14,241.262939453125,JPM,
2025-01-15,246.02056884765625,JPM,
2025-01-16,247.89239501953125,JPM,
2025-01-17,252.6597442626953,JPM,
2025-01-21,256.43267822265625,JPM,
2025-01-22,256.2474060058594,JPM,
2025-01-23,259.2794494628906,JPM,
2025-01-24,258.1972961425781,JPM,
2025-01-27,259.1820068359375,JPM,
2025-01-28,260.4395751953125,JPM,
2025-01-29,259.8936462402344,JPM,
2025-01-30,261.50225830078125,JPM,
2025-01-31,260.5956115722656,JPM,
2025-02-03,260.1178894042969,JPM,
2025-02-04,261.2195129394531,JPM,
2025-02-05,263.64703369140625,JPM,
2025-02-06,269.95477294921875,JPM,
2025-02-07,268.88232421875,JPM,
2025-02-10,264.2417907714844,JPM,
2025-02-11,268.0926818847656,JPM,
2025-02-12,268.5411682128906,JPM,
2025-02-13,269.38934326171875,JPM,
2025-02-14,269.6525573730469,JPM,
2025-02-18,272.9283142089844,JPM,
2025-02-19,272.245849609375,JPM,
2025-02-20,260.10809326171875,JPM,
2025-02-21,257.6123046875,JPM,
2025-02-24,254.78506469726562,JPM,
2025-02-25,250.94386291503906,JPM,
2025-02-26,252.29905700683594,JPM,
2025-02-27,252.552490234375,JPM,
2025-02-28,258.01202392578125,JPM,
2025-03-03,254.08309936523438,JPM,
2025-03-04,243.9732208251953,JPM,
2025-03-05,245.22113037109375,JPM,
2025-03-06,240.3562774658203,JPM,
2025-03-07,236.203125,JPM,
2025-03-10,226.39544677734375,JPM,
2025-03-11,223.3927001953125,JPM,
2025-03-12,222.1837921142578,JPM,
2025-03-13,219.54177856445312,JPM,
2025-03-14,226.60995483398438,JPM,
2025-03-17,228.0625457763672,JPM,
2025-03-18,229.07647705078125,JPM,
2025-03-19,233.11264038085938,JPM,
2025-03-20,233.01513671875,JPM,
2025-03-21,235.56942749023438,JPM,
2025-03-24,241.83815002441406,JPM,
2025-03-25,244.83114624023438,JPM,
2025-03-26,244.733642578125,JPM,
2025-03-27,241.89663696289062,JPM,
2025-03-28,236.7588348388672,JPM,
2025-03-31,239.14736938476562,JPM,
2025-04-01,237.5485076904297,JPM,
2025-04-02,239.6543426513672,JPM,
2025-04-03,222.95399475097656,JPM,
2025-04-04,206.2684783935547,JPM,
2025-04-07,210.34913635253906,JPM,
2025-04-08,212.73275756835938,JPM,
2025-04-09,229.86949157714844,JPM,
2025-04-10,222.7774200439453,JPM,
2025-04-11,231.69400024414062,JPM,
2025-04-14,230.24224853515625,JPM,
2025-04-15,228.6825714111328,JPM,
2025-04-16,225.22972106933594,JPM,
2025-04-17,227.534912109375,JPM,
2025-04-21,224.62155151367188,JPM,
2025-04-22,231.09564208984375,JPM,
2025-04-23,236.28472900390625,JPM,
2025-04-24,239.97300720214844,JPM,
2025-04-25,238.90380859375,JPM,
2025-04-28,238.58010864257812,JPM,
2025-04-29,239.953369140625,JPM,
2025-04-30,239.953369140625,JPM,
