Date,Close,Symbol,Rolling_Avg_150d
2025-01-02,30.05,SMCI,
2025-01-03,33.33,SMCI,
2025-01-06,36.45,SMCI,
2025-01-07,34.38,SMCI,
2025-01-08,32.61,SMCI,
2025-01-10,32.6,SMCI,
2025-01-13,31.08,SMCI,
2025-01-14,30.53,SMCI,
2025-01-15,30.99,SMCI,
2025-01-16,31.12,SMCI,
2025-01-17,30.82,SMCI,
2025-01-21,32.45,SMCI,
2025-01-22,33.86,SMCI,
2025-01-23,33.41,SMCI,
2025-01-24,33.27,SMCI,
2025-01-27,29.07,SMCI,
2025-01-28,28.18,SMCI,
2025-01-29,27.8,SMCI,
2025-01-30,28.64,SMCI,
2025-01-31,28.52,SMCI,
2025-02-03,26.85,SMCI,
2025-02-04,29.16,SMCI,
2025-02-05,31.49,SMCI,
2025-02-06,33.84,SMCI,
2025-02-07,36.28,SMCI,
2025-02-10,42.65,SMCI,
2025-02-11,38.61,SMCI,
2025-02-12,39.68,SMCI,
2025-02-13,42.28,SMCI,
2025-02-14,47.91,SMCI,
2025-02-18,55.8,SMCI,
2025-02-19,60.25,SMCI,
2025-02-20,59.27,SMCI,
2025-02-21,56.07,SMCI,
2025-02-24,51.61,SMCI,
2025-02-25,45.54,SMCI,
2025-02-26,51.11,SMCI,
2025-02-27,42.95,SMCI,
2025-02-28,41.46,SMCI,
2025-03-03,36.07,SMCI,
2025-03-04,39.14,SMCI,
2025-03-05,38.9,SMCI,
2025-03-06,37.05,SMCI,
2025-03-07,38.24,SMCI,
2025-03-10,36.9,SMCI,
2025-03-11,40.84,SMCI,
2025-03-12,42.47,SMCI,
2025-03-13,39.08,SMCI,
2025-03-14,42.17,SMCI,
2025-03-17,41.94,SMCI,
2025-03-18,37.9,SMCI,
2025-03-19,40.1,SMCI,
2025-03-20,39.1,SMCI,
2025-03-21,42.15,SMCI,
2025-03-24,41.72,SMCI,
2025-03-25,40.64,SMCI,
2025-03-26,37.04,SMCI,
2025-03-27,34.72,SMCI,
2025-03-28,34.26,SMCI,
2025-03-31,34.24,SMCI,
2025-04-01,35.05,SMCI,
2025-04-02,35.09,SMCI,
2025-04-03,32.32,SMCI,
2025-04-04,29.82,SMCI,
2025-04-07,33.0,SMCI,
