Date,Close,Symbol,Rolling_Avg_150d
2025-08-07,60.34999847412109,FLY,
2025-08-08,50.16999816894531,FLY,
2025-08-11,53.619998931884766,FLY,
2025-08-12,51.46500015258789,FLY,
2025-08-13,50.75,FLY,
2025-08-14,49.33000183105469,FLY,
2025-08-15,47.34000015258789,FLY,
2025-08-18,48.619998931884766,FLY,
2025-08-19,45.47999954223633,FLY,
2025-08-20,45.27000045776367,FLY,
2025-08-21,46.27000045776367,FLY,
2025-08-22,46.11000061035156,FLY,
2025-08-25,44.72499847412109,FLY,
2025-08-26,45.04999923706055,FLY,
2025-08-27,47.02999877929688,FLY,
2025-08-28,47.150001525878906,FLY,
2025-08-29,45.369998931884766,FLY,
2025-09-02,44.22999954223633,FLY,
2025-09-03,44.380001068115234,FLY,
2025-09-04,42.81999969482422,FLY,
2025-09-05,42.630001068115234,FLY,
2025-09-08,42.77999877929688,FLY,
2025-09-09,44.540000915527344,FLY,
2025-09-10,42.77000045776367,FLY,
2025-09-11,42.970001220703125,FLY,
2025-09-12,43.75,FLY,
2025-09-15,43.86000061035156,FLY,
2025-09-16,43.84999847412109,FLY,
2025-09-17,43.36000061035156,FLY,
2025-09-18,45.220001220703125,FLY,
2025-09-19,45.20000076293945,FLY,
2025-09-22,49.52000045776367,FLY,
2025-09-23,41.93999862670898,FLY,
2025-09-24,40.560001373291016,FLY,
2025-09-25,37.65999984741211,FLY,
2025-09-26,35.97999954223633,FLY,
2025-09-29,36.959999084472656,FLY,
2025-09-30,29.31999969482422,FLY,
2025-10-01,26.670000076293945,FLY,
2025-10-02,26.799999237060547,FLY,
2025-10-03,27.3700008392334,FLY,
2025-10-06,29.09000015258789,FLY,
2025-10-07,28.440000534057617,FLY,
2025-10-08,31.0,FLY,
2025-10-09,30.059999465942383,FLY,
2025-10-10,28.36000061035156,FLY,
2025-10-13,29.8799991607666,FLY,
2025-10-14,30.09000015258789,FLY,
2025-10-15,29.600000381469727,FLY,
2025-10-16,28.049999237060547,FLY,
2025-10-17,26.36000061035156,FLY,
2025-10-20,27.1200008392334,FLY,
2025-10-21,28.18000030517578,FLY,
2025-10-22,26.239999771118164,FLY,
2025-10-23,25.959999084472656,FLY,
2025-10-24,26.920000076293945,FLY,
2025-10-27,27.489999771118164,FLY,
2025-10-28,25.770000457763672,FLY,
2025-10-29,25.049999237060547,FLY,
2025-10-30,24.450000762939453,FLY,
2025-10-31,24.26000022888184,FLY,
2025-11-03,23.780000686645508,FLY,
2025-11-04,22.850000381469727,FLY,
2025-11-05,22.5,FLY,
2025-11-06,19.32999992370605,FLY,
2025-11-07,19.739999771118164,FLY,
2025-11-10,19.239999771118164,FLY,
2025-11-11,19.1299991607666,FLY,
2025-11-12,18.309999465942383,FLY,
2025-11-13,21.420000076293945,FLY,
2025-11-14,22.950000762939453,FLY,
2025-11-17,19.479999542236328,FLY,
2025-11-18,19.76000022888184,FLY,
2025-11-19,19.420000076293945,FLY,
2025-11-20,16.920000076293945,FLY,
2025-11-21,16.780000686645508,FLY,
2025-11-24,16.860000610351562,FLY,
2025-11-25,17.34000015258789,FLY,
2025-11-26,17.43000030517578,FLY,
2025-11-28,17.709999084472656,FLY,
2025-12-01,16.809999465942383,FLY,
2025-12-02,17.899999618530273,FLY,
2025-12-03,18.549999237060547,FLY,
2025-12-04,20.21999931335449,FLY,
2025-12-05,19.809999465942383,FLY,
2025-12-08,19.1299991607666,FLY,
2025-12-09,19.459999084472656,FLY,
2025-12-10,21.299999237060547,FLY,
2025-12-11,23.51000022888184,FLY,
2025-12-12,22.100000381469727,FLY,
2025-12-15,20.36000061035156,FLY,
2025-12-16,20.280000686645508,FLY,
2025-12-17,18.530000686645508,FLY,
2025-12-18,20.06999969482422,FLY,
2025-12-19,24.64999961853028,FLY,
2025-12-22,28.600000381469727,FLY,
2025-12-23,26.459999084472656,FLY,
2025-12-24,27.040000915527344,FLY,
2025-12-26,23.34000015258789,FLY,
2025-12-29,23.600000381469727,FLY,
2025-12-30,22.71999931335449,FLY,
2025-12-31,22.3700008392334,FLY,
2026-01-02,23.76000022888184,FLY,
2026-01-05,25.770000457763672,FLY,
2026-01-06,26.450000762939453,FLY,
2026-01-07,27.350000381469727,FLY,
2026-01-08,27.989999771118164,FLY,
2026-01-09,30.11000061035156,FLY,
2026-01-12,30.440000534057617,FLY,
2026-01-13,27.96999931335449,FLY,
2026-01-14,30.01000022888184,FLY,
2026-01-15,29.75,FLY,
2026-01-16,33.40999984741211,FLY,
2026-01-20,30.34000015258789,FLY,
2026-01-21,28.89999961853028,FLY,
2026-01-22,30.920000076293945,FLY,
2026-01-23,29.1299991607666,FLY,
2026-01-26,25.200000762939453,FLY,
2026-01-27,29.350000381469727,FLY,
2026-01-28,28.86000061035156,FLY,
2026-01-29,27.09000015258789,FLY,
2026-01-30,25.200000762939453,FLY,
2026-02-02,22.86000061035156,FLY,
2026-02-03,25.059999465942383,FLY,
2026-02-04,24.40999984741211,FLY,
2026-02-05,22.395000457763672,FLY,
2026-02-06,23.8799991607666,FLY,
2026-02-09,24.709999084472656,FLY,
2026-02-10,23.0,FLY,
2026-02-11,20.81999969482422,FLY,
2026-02-12,19.1299991607666,FLY,
2026-02-13,19.299999237060547,FLY,
2026-02-17,20.3799991607666,FLY,
2026-02-18,21.46999931335449,FLY,
2026-02-19,21.530000686645508,FLY,
2026-02-20,19.979999542236328,FLY,
2026-02-23,19.979999542236328,FLY,
2026-02-24,20.700000762939453,FLY,
2026-02-25,20.350000381469727,FLY,
2026-02-26,21.530000686645508,FLY,
2026-02-27,19.270000457763672,FLY,
2026-03-02,20.920000076293945,FLY,
2026-03-03,20.86000061035156,FLY,
2026-03-04,21.39999961853028,FLY,
2026-03-05,20.3799991607666,FLY,
2026-03-06,19.729999542236328,FLY,
2026-03-09,20.75,FLY,
2026-03-10,19.38999938964844,FLY,
2026-03-11,20.600000381469727,FLY,
2026-03-12,23.229999542236328,FLY,29.035899976094562
2026-03-13,23.46999931335449,FLY,28.790033315022786
2026-03-16,23.93000030517578,FLY,28.61509999593099
2026-03-17,24.57999992370605,FLY,28.42150000254313
2026-03-18,23.190000534057617,FLY,28.233000005086264
2026-03-19,22.959999084472656,FLY,28.04773333231608
2026-03-20,23.21999931335449,FLY,27.873666648864745
2026-03-23,24.01000022888184,FLY,27.71813331604004
2026-03-24,23.729999542236328,FLY,27.552199986775715
2026-03-25,27.530000686645508,FLY,27.432533327738444
2026-03-26,26.809999465942383,FLY,27.309466654459637
2026-03-27,23.70499992370605,FLY,27.159033317565918
2026-03-30,23.6200008392334,FLY,27.009099985758464
2026-03-31,28.46999931335449,FLY,26.900733324686687
2026-04-01,29.76000022888184,FLY,26.798799997965496
2026-04-02,32.93000030517578,FLY,26.704800008138022
2026-04-06,34.849998474121094,FLY,26.62279998779297
2026-04-07,35.56999969482422,FLY,26.5574666595459
2026-04-08,38.119998931884766,FLY,26.516733322143555
2026-04-09,37.56999969482422,FLY,26.471333312988282
2026-04-10,37.540000915527344,FLY,26.436133321126302
